# submitted_id	current_id	converted_id	current_symbol
Hcs[EY14537]	FBal0162237	FBgn0037332	Hcs
ct[JA11]	FBal0001994	FBgn0004198	ct
lqf[BT]	FBal0104484	FBgn0028582	lqf
l(3)SzB90Cl[S056916]	FBal0159020	FBgn0060803	l(3)SzB90Cl
l(3)72Dp[1]	FBal0009981	FBgn0263607	l(3)72Dp
l(3)S065312b[S065312b]	FBal0129717	FBgn0060746	l(3)S065312b
ER2-7A[XE-2175]	FBal0048715	FBgn0016642	ER2-7A
Ddc[32]	FBal0002281	FBgn0000422	Ddc
aos[03639]	FBal0043094	FBgn0004569	aos
nAChRalpha7[PDelta5]	FBal0210999	FBgn0086778	nAChRalpha7
sog[PG16]	FBal0129056	FBgn0003463	sog
Scer\GAL4[DBD.elav.T:Zzzz\ZipRREEL]	unknown ID	-	-
ph-d[rsc]	FBal0013762	FBgn0004860	ph-d
dmGlut[d06403]	FBal0179177	FBgn0010497	dmGlut
l(2)46Fb[29-42]	FBal0058404	FBgn0069202	l(2)46Fb
Hsc70-3[PG86]	FBal0130988	FBgn0001218	Hsc70-3
HP1c[f04929]	FBal0161365	FBgn0039019	HP1c
ash2[I1]	FBal0147290	FBgn0000139	ash2
Snap25[27]	FBal0141397	FBgn0011288	Snap25
dysc[c03838]	FBal0160893	FBgn0264006	dysc
l(2)k10127[k10127]	FBal0064220	FBgn0021960	l(2)k10127
l(2)SH0167[SH0167]	FBal0144154	FBgn0065917	l(2)SH0167
l(3)00720[00720]	FBal0009388	FBgn0010727	l(3)00720
H[3194]	FBal0120812	FBgn0001169	H
nompC[a1]	FBal0285133	FBgn0016920	nompC
AP-2sigma[GD10560]	FBal0198602	FBgn0043012	AP-2sigma
Two-b[100]	FBal0039097	FBgn0003902	Two-b
sty[254]	FBal0086312	FBgn0014388	sty
grsm[EY07602]	FBal0159184	FBgn0040493	grsm
Trim9[46]	FBal0258025	FBgn0051721	Trim9
AGO1[R839X]	FBal0269734	FBgn0262739	AGO1
fragile-locus-C[215]	FBal0151921	FBgn0067773	fragile-locus-C
Pka-C1[MB581]	FBal0030039	FBgn0000273	Pka-C1
mei-217[f04441]	FBal0175600	FBgn0028581	mei-217
Ant2[G0386]	FBal0152782	FBgn0025111	Ant2
Pkd2[ko2]	FBal0156067	FBgn0041195	Pkd2
CG10345[c01661]	FBal0162698	FBgn0027562	CG10345
flfl[EY03622]	FBal0159226	FBgn0024555	flfl
l(2)SH0573[SH0573]	FBal0143956	FBgn0065719	l(2)SH0573
mus302[ZIII-4933]	FBal0154895	FBgn0002900	mus302
l(3)S134408b[S134408b]	FBal0118101	FBgn0042633	l(3)S134408b
mago[3]	FBal0032140	FBgn0002736	mago
l(3)67BDa[19]	FBal0009735	FBgn0002203	l(3)67BDa
ct[13b1]	FBal0028086	FBgn0004198	ct
l(2)bl[1]	FBal0009180	FBgn0002114	l(2)bl
Damm[f02209]	FBal0160636	FBgn0033659	Damm
alpha-Est5[O]	FBal0029761	FBgn0261393	alpha-Est5
Smurf[15C]	FBal0147051	FBgn0029006	Smurf
dsh[6]	FBal0003143	FBgn0000499	dsh
wts[100Aa-5]	FBal0031815	FBgn0011739	wts
sav[2]	FBal0138136	FBgn0053193	sav
l(1)K5[1]	FBal0049710	FBgn0016803	l(1)K5
tor[rv16]	FBal0016938	FBgn0003733	tor
sls[62Ca-18]	FBal0009673	FBgn0086906	sls
mid[B23]	FBal0297891	FBgn0261963	mid
Dhyd\N[Ax-fv]	FBal0054612	FBgn0019185	Dhyd\N
bb[flex-3]	FBal0102712	FBgn0000164	bb
mbl[chst]	FBal0190023	FBgn0265487	mbl
pros[rK137]	FBal0060350	FBgn0004595	pros
l(3)67BDm[1]	FBal0009776	FBgn0002215	l(3)67BDm
Nha1[f02140]	FBal0162647	FBgn0031865	Nha1
HLH106[3]	unknown ID	-	-
l(2)SH0357[SH0357]	FBal0144064	FBgn0065827	l(2)SH0357
mle[5]	FBal0012338	FBgn0002774	mle
PyK[CB04247]	FBal0211943	FBgn0267385	PyK
l(3)S003405[S003405]	FBal0100213	FBgn0028234	l(3)S003405
l(2)T57h8[1]	FBal0023072	FBgn0011635	l(2)T57h8
l(2)SH0581[SH0581]	FBal0143950	FBgn0065713	l(2)SH0581
N[69e1]	FBal0012724	FBgn0004647	N
l(3)73Bd[3]	FBal0010033	FBgn0005549	l(3)73Bd
arr[unspecified]	FBal0086714	FBgn0000119	arr
mew[498]	FBal0039652	FBgn0004456	mew
Su(var)3-9[306]	FBal0051889	FBgn0263755	Su(var)3-9
pic[25]	FBal0013818	FBgn0260962	pic
opa[l27]	FBal0092583	FBgn0003002	opa
bob[C1406]	FBal0093138	FBgn0011208	bob
v[507]	FBal0046653	FBgn0003965	v
Ptp69D[9]	FBal0152271	FBgn0014007	Ptp69D
cac[S]	FBal0091230	FBgn0263111	cac
Rassf[X51]	FBal0212719	FBgn0039055	Rassf
Vha100-2[PBss]	FBal0159553	FBgn0028670	Vha100-2
JHDM2[EY10122]	FBal0160947	FBgn0037703	JHDM2
Mcm5[exc222]	FBal0218351	FBgn0017577	Mcm5
E2f1[i1]	FBal0097366	FBgn0011766	E2f1
l(3)S096003b[S096003b]	FBal0129540	FBgn0060570	l(3)S096003b
Tsp[Delta79]	FBal0230344	FBgn0031850	Tsp
fliK[5]	FBal0004062	FBgn0005432	fliK
l(3)S023825[S116512]	FBal0129422	FBgn0028187	l(3)S023825
CG2260[GD8832]	FBal0202295	FBgn0030000	CG2260
l(2)SH1871[SH1871]	FBal0143569	FBgn0065332	l(2)SH1871
l(2)K483[1]	FBal0009273	FBgn0002145	l(2)K483
l(3)R18[1]	FBal0011082	FBgn0005231	l(3)R18
NimA[676]	FBal0005641	FBgn0261514	NimA
CG11670[e03379]	FBal0158624	FBgn0038114	CG11670
dpp[T65]	FBal0039274	FBgn0000490	dpp
spen[P1]	FBal0104419	FBgn0016977	spen
l(1)9Fj[H21]	FBal0043280	FBgn0015450	l(1)9Fj
RhoGAP93B[EY06358]	FBal0159894	FBgn0038853	RhoGAP93B
dfa[1]	FBal0002373	FBgn0000438	dfa
CG4338[EY07199]	FBal0161415	FBgn0038313	CG4338
tmod[f00674]	FBal0177727	FBgn0082582	tmod
l(3)89Ek[M279]	FBal0046087	FBgn0016028	l(3)89Ek
cindr[CA06810]	FBal0211634	FBgn0027598	cindr
fs(2)PC4-U[133]	FBal0045688	FBgn0015939	fs(2)PC4-U
ss[134]	FBal0197113	FBgn0003513	ss
so[8]	FBal0050548	FBgn0003460	so
sav[shrp-4]	FBal0143233	FBgn0053193	sav
bw[D]	FBal0001375	FBgn0000241	bw
scw[l1]	FBal0015346	FBgn0005590	scw
Tpi[sgk-R3]	FBal0195204	FBgn0086355	Tpi
l(2)Sp9b[1]	FBal0009354	FBgn0005195	l(2)Sp9b
l(2)34Fc[6]	FBal0008441	FBgn0261534	l(2)34Fc
sls[e82]	FBal0104104	FBgn0086906	sls
l(2)03605[03605]	FBal0008033	FBgn0010547	l(2)03605
Tsp96F[EY03039]	FBal0159578	FBgn0027865	Tsp96F
CG7603[GD6160]	FBal0205533	FBgn0036726	QIL1
B[263-46]	FBal0000834	FBgn0000154	B
fw[67]	FBal0004909	FBgn0001083	fw
CR32582[e03916]	FBal0160701	FBgn0052582	CR32582
fy[3]	FBal0082919	FBgn0001084	fy
spn-B[BC]	FBal0092518	FBgn0003480	spn-B
Nsun2[ex1]	FBal0268995	FBgn0026079	Nsun2
ct[L13]	FBal0002006	FBgn0004198	ct
flw[XE55C]	FBal0288433	FBgn0000711	flw
gt[l1]	FBal0005238	FBgn0001150	gt
RpII140[Z36]	FBal0030139	FBgn0262955	RpII140
Ca-P60A[AF1]	unknown ID	-	-
l(3)72Ab[5]	FBal0009909	FBgn0263599	l(3)72Ab
frh[1]	FBal0004150	FBgn0000727	frh
RpII215[EY06155]	FBal0159878	FBgn0003277	RpII215
roam[1]	FBal0088674	FBgn0024600	roam
M82-19[M82-19]	FBal0123139	FBgn0044422	M82-19
ewg[1]	FBal0003887	FBgn0005427	ewg
RhoGAP18B[6]	FBal0240547	FBgn0261461	RhoGAP18B
klu[09036]	FBal0009610	FBgn0013469	klu
zfh1[12]	FBal0033222	FBgn0004606	zfh1
Aats-his[G0165]	FBal0098181	FBgn0027087	Aats-his
Unc-76[G0158]	FBal0100347	FBgn0040395	Unc-76
robl[Z]	FBal0101178	FBgn0024196	robl
mod[CB02172]	FBal0211997	FBgn0002780	mod
msl-1[FN.hs.T:Zzzz\FLAG]	FBal0103651	FBgn0005617	msl-1
twf[102]	FBal0247645	FBgn0038206	twf
Nipped-B[34-3]	FBal0008967	FBgn0026401	Nipped-B
l(1)1Ad[1]	FBal0006367	FBgn0001335	l(1)1Ad
l(3)S103603[S103603]	FBal0099939	FBgn0028025	l(3)S103603
l(3)87Df[l3]	FBal0295728	FBgn0002354	l(3)87Df
spir[2L-146-30]	FBal0154495	FBgn0003475	spir
pic[2]	FBal0013795	FBgn0260962	pic
ovo[D1rv7]	FBal0013384	FBgn0003028	ovo
Zif[1L15]	FBal0260628	FBgn0037446	Zif
dp[lvx4]	unknown ID	-	-
sra[UM3]	FBal0194828	FBgn0086370	sra
sns[17]	FBal0046374	FBgn0024189	sns
cmpy[Delta8]	FBal0261239	FBgn0037015	cmpy
mbc[C3]	FBal0044176	FBgn0015513	mbc
rasp[MS18]	FBal0134010	FBgn0024194	rasp
E(z)[11]	FBal0003390	FBgn0000629	E(z)
gus[f04367]	FBal0159174	FBgn0026238	gus
ewg[A]	FBal0291297	FBgn0005427	ewg
trio[unspecified]	FBal0117274	FBgn0024277	trio
pcx[4]	FBal0013630	FBgn0003048	pcx
l(2)SH1164[SH1164]	FBal0143750	FBgn0065513	l(2)SH1164
Cbl[1]	FBal0243525	FBgn0020224	Cbl
eIF-4a[162-R36]	FBal0031640	FBgn0001942	eIF-4a
l(1)HM8[1]	FBal0007612	FBgn0001738	l(1)HM8
Mar[1]	unknown ID	-	-
opa[C418]	FBal0092586	FBgn0003002	opa
Acon[k07708]	FBal0043459	FBgn0010100	Acon
LIMK1[4]	FBal0194764	FBgn0041203	LIMK1
l(1)1Ad[2]	FBal0006368	FBgn0001335	l(1)1Ad
tup[E55]	FBal0193937	FBgn0003896	tup
2L2953[2L2953]	FBal0218389	FBgn0260060	2L2953
l(3)98Dk[M31]	FBal0062736	FBgn0020819	l(3)98Dk
Sec61beta[k03307]	FBal0089113	FBgn0010638	Sec61beta
mts[k09822]	FBal0061019	FBgn0004177	mts
lbl[f02857]	FBal0159007	FBgn0008651	lbl
eRF1[00103]	FBal0009369	FBgn0036974	eRF1
sr[254]	FBal0032780	FBgn0003499	sr
Scer\GAL4[l(1)20BC-PG21]	FBal0130640	FBgn0014445	Scer\GAL4
l(1)ts1480[1]	FBal0007838	FBgn0005485	l(1)ts1480
Alh[EY07839]	FBal0162817	FBgn0261238	Alh
B[3]	FBal0000818	FBgn0000154	B
l(2)39DEm[K236]	FBal0049796	FBgn0016888	l(2)39DEm
crb[B-82]	FBal0119279	FBgn0259685	crb
sno[EF531]	FBal0032750	FBgn0265630	sno
l(3)70Aa[4]	FBal0009898	FBgn0002273	l(3)70Aa
l(2)60Cd[E1789]	FBal0031785	FBgn0004092	l(2)60Cd
Efr[2]	FBal0245096	FBgn0029849	Efr
Klc[unspecified]	FBal0102967	FBgn0010235	Klc
Dl[eAR5]	FBal0059126	FBgn0000463	Dl
Act5C[3627]	FBal0145240	FBgn0000042	Act5C
CG5380[GD4239]	FBal0204662	FBgn0038951	CG5380
Rip11[G0092]	FBal0098207	FBgn0027335	Rip11
eas[PL48]	FBal0130389	FBgn0000536	eas
csw[Esev1A-3EC]	FBal0029639	FBgn0000382	csw
CG14304[e03260]	FBal0162274	FBgn0038629	CG14304
bchs[12]	FBal0193791	FBgn0043362	bchs
l(1)7Aa[51]	FBal0007171	FBgn0001431	l(1)7Aa
BG01803[BG01803]	FBal0195609	FBgn0086389	BG01803
Su(tor)3-337[1]	FBal0034072	FBgn0014067	Su(tor)3-337
CG34445[EY10857a]	FBal0161858	FBgn0085474	CG34445
Prosalpha2[SuDTS]	FBal0095585	FBgn0086134	Prosalpha2
fliK[9]	FBal0004066	FBgn0005432	fliK
AGO1[CA06914]	FBal0211604	FBgn0262739	AGO1
sax[P]	FBal0035538	FBgn0003317	sax
som[1]	FBal0015958	FBgn0003465	som
hb[NRE9]	FBal0043120	FBgn0001180	hb
l(2)CA5[LT3]	FBal0085805	FBgn0023028	l(2)CA5
l(2)IR12[IR12]	FBal0064649	FBgn0022284	l(2)IR12
l(3)87Eb[2]	FBal0010491	FBgn0002355	l(3)87Eb
l(2)SH0715[SH0715]	FBal0143896	FBgn0065659	l(2)SH0715
Scsalpha[c01235]	FBal0159766	FBgn0004888	Scsalpha
pum[04338]	FBal0043647	FBgn0003165	pum
Sxl[FLDelta.Hsp83]	FBal0097100	FBgn0264270	Sxl
l(2)46Cp[235]	FBal0045986	FBgn0015962	l(2)46Cp
Egfr[f42]	FBal0003570	FBgn0003731	Egfr
Mod(var)1173[1173]	FBal0135954	FBgn0062621	Mod(var)1173
Dl[FE38]	FBal0002566	FBgn0000463	Dl
l(2)SH2350[SH2350]	FBal0143422	FBgn0065185	l(2)SH2350
chic[sand-1]	FBal0032639	FBgn0000308	chic
CG8481[EY05087]	FBal0160916	FBgn0037747	CG8481
barr[k14028]	FBal0045372	FBgn0014127	barr
cal1[c03646]	FBal0161320	FBgn0038478	cal1
ssx[55]	FBal0261138	FBgn0024987	ssx
osa[3R-68-15]	FBal0154801	FBgn0261885	osa
Hsc70-3[G0111]	FBal0098201	FBgn0001218	Hsc70-3
mst[M101]	FBal0088790	FBgn0020272	mst
Unr[c01923]	FBal0161085	FBgn0263352	Unr
feo[F419]	FBal0031580	FBgn0030241	feo
by[33c]	FBal0180605	FBgn0000244	by
if[26]	FBal0089212	FBgn0001250	if
S(CycE[JP])2.6[65S4]	FBal0176003	FBgn0082632	S(CycE[JP])2.6
l(2)21Fc[1]	FBal0008200	FBgn0001897	l(2)21Fc
sisA[4]	FBal0117358	FBgn0003411	sisA
Egfr[f38]	FBal0003566	FBgn0003731	Egfr
lic[H6]	FBal0098705	FBgn0261524	lic
Su(var)3-9[1]	FBal0016557	FBgn0263755	Su(var)3-9
l(2)52Fb[D2.33]	FBal0090394	FBgn0024879	l(2)52Fb
l(1)55a[1]	FBal0007058	FBgn0001573	l(1)55a
CG7370[KG09229]	FBal0161042	FBgn0037133	CG7370
l(2)s9998[s9998]	FBal0101299	FBgn0028593	l(2)s9998
Su(var)3-8[2]	FBal0016556	FBgn0003599	Su(var)3-8
l(3)F51[1]	FBal0051394	FBgn0017359	l(3)F51
ppl[06913]	FBal0099845	FBgn0027945	ppl
l(2)47A9-6[TH53]	FBal0247290	FBgn0262651	l(2)47A9-6
l(1)7Ad[9]	FBal0007231	FBgn0001434	l(1)7Ad
GluRIIE[E1]	FBal0183418	FBgn0051201	GluRIIE
Doa[Dem]	FBal0033616	FBgn0265998	Doa
l(2)44Fn[2]	FBal0137203	FBgn0061502	l(2)44Fn
bond[e03675]	FBal0161097	FBgn0260942	bond
Khc[5]	FBal0029877	FBgn0001308	Khc
Dl[KX8]	FBal0002618	FBgn0000463	Dl
Cg25C[hsneo10]	FBal0192910	FBgn0000299	Cg25C
Wr[1]	FBal0018529	FBgn0004022	Wr
l(1)20Cb[5]	FBal0006586	FBgn0001570	l(1)20Cb
l(1)19Ac[2]	FBal0006248	FBgn0001553	l(1)19Ac
Ube3a[Delta15-2]	FBal0241528	FBgn0061469	Ube3a
ftz-f1[209]	FBal0049510	FBgn0001078	ftz-f1
l(3)S144812[S144812]	FBal0129295	FBgn0060334	l(3)S144812
dp[D]	unknown ID	-	-
ush[2]	FBal0017649	FBgn0003963	ush
Rm62[GD17219]	FBal0208308	FBgn0003261	Rm62
Dfun\N[3]	FBal0054797	FBgn0019298	Dfun\N
RpL36[G0471]	FBal0103722	FBgn0002579	RpL36
spz[3R-5-23]	FBal0154486	FBgn0003495	spz
Ada2b[2]	FBal0176419	FBgn0037555	Ada2b
RpS9[f03376]	FBal0159866	FBgn0010408	RpS9
sno[PG132]	FBal0129058	FBgn0265630	sno
Cg25C[04518a]	FBal0065318	FBgn0000299	Cg25C
Dl[eDL3]	FBal0059108	FBgn0000463	Dl
Snp[EP2457]	FBal0131438	FBgn0265192	Snp
CG13889[BG02326]	FBal0195624	FBgn0035168	cep290
acd(2)5G23[5G23]	FBal0086729	FBgn0024265	acd(2)5G23
bb[41]	FBal0001037	FBgn0000164	bb
CG10077[754]	FBal0215229	FBgn0035720	CG10077
l(1)TK108[1]	FBal0043292	FBgn0005705	l(1)TK108
Doa[3]	FBal0002721	FBgn0265998	Doa
cos[6]	FBal0001776	FBgn0000352	cos
l(3)00421[00421]	FBal0101298	FBgn0028592	l(3)00421
for[lsR172]	FBal0043074	FBgn0000721	for
trx[E6]	FBal0017178	FBgn0003862	trx
Pxd[GD16228]	FBal0208186	FBgn0004577	Pxd
Inx2[G0317]	FBal0098113	FBgn0027108	Inx2
mesB[5]	FBal0012226	FBgn0002721	mesB
l(4)102CDu[3]	FBal0011482	FBgn0004549	l(4)102CDu
l(3)67BDg[4]	FBal0009765	FBgn0002209	l(3)67BDg
Mbs[2-199]	FBal0144747	FBgn0005536	Mbs
Socs36E[EY11]	FBal0240355	FBgn0041184	Socs36E
vg[74b1]	FBal0017914	FBgn0003975	vg
crn[5]	FBal0001845	FBgn0000377	crn
l(2)K327[1]	FBal0009270	FBgn0002142	l(2)K327
Gl[l15]	unknown ID	-	-
plum[Delta1]	FBal0288228	FBgn0039431	plum
l(2)8bb[8bb]	FBal0096788	FBgn0026647	l(2)8bb
frc[L6750]	FBal0087024	FBgn0042641	frc
eay[360]	FBal0045573	FBgn0000537	eay
pit[f06954]	FBal0178429	FBgn0266581	pit
SAK[Ubi.T:Avic\GFP]	FBal0282567	FBgn0026371	SAK
dj-1beta[Delta93]	FBal0190364	FBgn0039802	dj-1beta
h[21]	FBal0005338	FBgn0001168	h
Dark[H16]	FBal0194626	FBgn0263864	Dark
l(1)G0135[G0135]	FBal0151784	FBgn0067753	l(1)G0135
trol[null]	FBal0197223	FBgn0267911	trol
Or42a[f04305]	FBal0160105	FBgn0033041	Or42a
l(2)c855[c855]	FBal0141071	FBgn0064172	l(2)c855
l(1)1Bi[1]	FBal0006450	FBgn0001341	l(1)1Bi
bt[l-f]	FBal0027988	FBgn0005666	bt
l(3)S011513a[S011513a]	FBal0130061	FBgn0061089	l(3)S011513a
Dl[KE8]	FBal0002593	FBgn0000463	Dl
l(2)25Cg[2]	FBal0008337	FBgn0005513	l(2)25Cg
dolly-2[Z4879]	FBal0216865	FBgn0259761	dolly-2
larp[mtr-null]	FBal0241445	FBgn0261618	larp
l(3)99Di[3]	FBal0010789	FBgn0002408	l(3)99Di
Egfr[SOK1]	FBal0156481	FBgn0003731	Egfr
Smn[f01109]	FBal0220799	FBgn0036641	Smn
fldB[LH16a]	FBal0104626	FBgn0026247	fldB
Cam[k09510]	FBal0064738	FBgn0000253	Cam
l(3)91Ff[1]	FBal0010693	FBgn0002374	l(3)91Ff
Antp[10]	FBal0000551	FBgn0260642	Antp
Sb[1]	FBal0015145	FBgn0003319	Sb
atl[1]	FBal0241126	FBgn0039213	atl
sbb[216]	FBal0123716	FBgn0010575	sbb
l(1)6Ed[1]	FBal0007092	FBgn0001427	l(1)6Ed
dp[olvh3]	unknown ID	-	-
rpr[Scer\UAS.cZa]	FBal0060907	FBgn0011706	rpr
l(3)S095203b[S095203b]	FBal0129549	FBgn0060579	l(3)S095203b
robo[robo.HR.T:Ivir\HA1]	unknown ID	-	-
l(1)M11[1]	FBal0007623	FBgn0001760	l(1)M11
Rpn6[k00103]	FBal0064643	FBgn0028689	Rpn6
toc[KG08989]	FBal0158559	FBgn0015600	toc
l(1)Q215[1]	FBal0007715	FBgn0011139	l(1)Q215
Hsp60[187]	FBal0005908	FBgn0015245	Hsp60
srp[PZRV3]	FBal0056075	FBgn0003507	srp
Diap1[j5C8]	FBal0010971	FBgn0260635	Diap1
l(3)S073002a[S115214]	FBal0100033	FBgn0028099	l(3)S073002a
Gad1[L352F]	FBal0119481	FBgn0004516	Gad1
emc[29]	FBal0003704	FBgn0000575	emc
Tsp42Ek[e00673]	FBal0159582	FBgn0033133	Tsp42Ek
l(2)35Be[1]	FBal0008486	FBgn0261881	l(2)35Be
run[T104]	FBal0088666	FBgn0003300	run
l(3)82Da[l15]	FBal0092865	FBgn0025492	l(3)82Da
ab[clu-1]	FBal0030791	FBgn0264442	ab
btv[5P1]	FBal0086702	FBgn0023096	btv
l(2)SH0694[SH0694]	FBal0143904	FBgn0065667	l(2)SH0694
gatA[S092902]	unknown ID	-	-
l(2)45Be[2]	FBal0104509	FBgn0041122	l(2)45Be
Mgstl[E41]	FBal0118421	FBgn0025814	Mgstl
CG6439[EY00276]	FBal0148184	FBgn0038922	CG6439
CG15047[PG137]	FBal0131601	FBgn0030938	CG15047
ems[unspecified]	FBal0086644	FBgn0000576	ems
l(3)S033702a[S033702a]	FBal0129929	FBgn0060958	l(3)S033702a
Ank2[f02001]	FBal0181704	FBgn0261788	Ank2
l(3)85Dc[1]	FBal0010220	FBgn0004736	l(3)85Dc
PsGEF[e02316]	FBal0162311	FBgn0264598	PsGEF
ptc[7]	FBal0028497	FBgn0003892	ptc
aos[hs.PF]	FBal0039368	FBgn0004569	aos
l(3)8B[8B]	FBal0138210	FBgn0063783	l(3)8B
Cpr[e2]	FBal0190790	FBgn0015623	Cpr
Sec61alpha[k05435]	FBal0064519	FBgn0086357	Sec61alpha
rho[5]	FBal0017859	FBgn0004635	rho
Gl[l5]	unknown ID	-	-
wg[l-16]	FBal0018508	FBgn0004009	wg
l(3)DTS9[1]	FBal0010847	FBgn0005205	l(3)DTS9
2L1794[2L1794]	FBal0219199	FBgn0260611	2L1794
gd[2]	FBal0005010	FBgn0000808	gd
l(2)SH1305[SH1305]	FBal0143713	FBgn0065476	l(2)SH1305
Su(var)325[unspecified]	FBal0051882	FBgn0003631	Su(var)325
neb[k07614]	FBal0127200	FBgn0004374	neb
lwr[01519a]	FBal0101271	FBgn0010602	lwr
Khc::Ggal\Cam[KC.ftz]	FBal0048831	FBgn0016673	Khc::Ggal\Cam
Lar[5.2]	FBal0048848	FBgn0000464	Lar
Mef2[X1]	FBal0042670	FBgn0011656	Mef2
Hsp60[E114]	FBal0005904	FBgn0015245	Hsp60
Dhyd\H[1]	FBal0054623	FBgn0019190	Dhyd\H
boss[2]	FBal0019769	FBgn0000206	boss
red[C1]	FBal0028531	FBgn0003228	red
pyd[J14]	FBal0059953	FBgn0262614	pyd
RpS2[PRW1]	FBal0039968	FBgn0004867	RpS2
Sulf1[Delta1]	FBal0280244	FBgn0040271	Sulf1
pyd[PL00355]	FBal0158750	FBgn0262614	pyd
Burs[Z1091]	FBal0159435	FBgn0038901	Burs
Rab6[D14E]	FBal0102906	FBgn0015797	Rab6
apt[tdf-PDelta3]	FBal0082192	FBgn0015903	apt
sd[ETX81]	FBal0063782	FBgn0003345	sd
msl-1[FC.hs.T:Zzzz\FLAG]	FBal0103652	FBgn0005617	msl-1
ea[3R-253-22]	FBal0155361	FBgn0000533	ea
sbr[15]	FBal0015179	FBgn0003321	sbr
TBPH[Delta142]	FBal0221489	FBgn0025790	TBPH
esg[35Ce-1]	FBal0003842	FBgn0001981	esg
Dpse\N[2]	FBal0053755	FBgn0018585	Dpse\N
N[HM21]	FBal0052155	FBgn0004647	N
Pc[M2]	FBal0030019	FBgn0003042	Pc
CaMKII[2]	FBal0011493	FBgn0264607	CaMKII
RpII215[PL22]	FBal0130787	FBgn0003277	RpII215
l(3)65ACf[T8]	FBal0043728	FBgn0015496	l(3)65ACf
r[M2]	FBal0014312	FBgn0003189	r
snRNA:U6atac:29B[k01105]	FBal0064601	FBgn0041717	snRNA:U6atac:29B
tws[55]	FBal0040057	FBgn0004889	tws
Mkk4[G414]	FBal0265739	FBgn0024326	Mkk4
phm[15D]	FBal0032426	FBgn0004959	phm
lace[k11309]	FBal0035181	FBgn0002524	lace
l(1)2Db[3]	FBal0006712	FBgn0010119	l(1)2Db
elB[3.3.1]	FBal0155335	FBgn0004858	elB
Dl[4386]	FBal0189770	FBgn0000463	Dl
l(3)S093909[S093909]	FBal0099981	FBgn0028059	l(3)S093909
Csr[3]	FBal0044711	FBgn0011574	Csr
S[k09531]	FBal0045049	FBgn0003310	S
mod(mdg4)[05]	FBal0117434	FBgn0002781	mod(mdg4)
l(3)77ABd[J2]	FBal0102585	FBgn0029027	l(3)77ABd
l(2)k01015[k01015]	FBal0061273	FBgn0020540	l(2)k01015
twi[ey55]	FBal0032959	FBgn0003900	twi
Dp[49Fk-2]	FBal0009082	FBgn0011763	Dp
l(3)80Ff[1]	FBal0010051	FBgn0002295	l(3)80Ff
TM9SF4[k07245]	FBal0101791	FBgn0028541	TM9SF4
nonC[A91]	FBal0276953	FBgn0263968	nonC
l(1)ts19[1]	FBal0007845	FBgn0005462	l(1)ts19
Dfun\M4[1]	FBal0054805	FBgn0019302	Dfun\M4
Cyp18a1[1]	FBal0248805	FBgn0010383	Cyp18a1
CG13689[e00773]	FBal0162340	FBgn0031270	CG13689
Syx1A[05618]	FBal0043686	FBgn0013343	Syx1A
ph-p[lac]	FBal0024620	FBgn0004861	ph-p
l(1)G0006[G0006]	FBal0100358	FBgn0028366	l(1)G0006
COX6B[GD13061]	FBal0200685	FBgn0031066	COX6B
Scm[M36]	FBal0094004	FBgn0003334	Scm
w[81b1]	FBal0050921	FBgn0003996	w
l(3)73Aa[15]	FBal0009999	FBgn0002276	l(3)73Aa
Galphao[k06915]	FBal0098389	FBgn0001122	Galphao
bur[e10]	FBal0086521	FBgn0000239	bur
neb[CB04551]	FBal0211983	FBgn0004374	neb
mit(1)9[1]	FBal0012319	FBgn0002759	mit(1)9
l(3)73Aa[8]	FBal0009992	FBgn0002276	l(3)73Aa
mew[023]	FBal0044179	FBgn0004456	mew
l(4)102CDi[5]	FBal0011459	FBgn0004526	l(4)102CDi
tws[S060804]	FBal0129748	FBgn0004889	tws
wts[e78]	FBal0044525	FBgn0011739	wts
shot[V104]	FBal0093958	FBgn0013733	shot
rl[18U1]	FBal0050328	FBgn0003256	rl
InR[93Dj-4]	FBal0010755	FBgn0013984	InR
Awh[16]	FBal0044658	FBgn0013751	Awh
Pu[SHC]	FBal0014059	FBgn0003162	Pu
osk[2]	FBal0013304	FBgn0003015	osk
l(1)nib[1]	FBal0007685	FBgn0005123	l(1)nib
emc[15]	FBal0003690	FBgn0000575	emc
l(1)7Ab[18]	FBal0007189	FBgn0001432	l(1)7Ab
Syx1A[17]	FBal0056004	FBgn0013343	Syx1A
Lsd-1[GD6641]	FBal0207520	FBgn0039114	Lsd-1
l(2)W13[unspecified]	FBal0101327	FBgn0028612	l(2)W13
l(2)k06502[k06502]	FBal0064433	FBgn0022126	l(2)k06502
Cul3[gft5]	FBal0008514	FBgn0261268	Cul3
wds[24]	FBal0006817	FBgn0040066	wds
l(2)SH0114[SH0114]	FBal0144179	FBgn0065942	l(2)SH0114
Lmpt[01]	FBal0215519	FBgn0261565	Lmpt
slug[2]	FBal0101150	FBgn0028564	slug
l(1)10P11[1]	FBal0031531	FBgn0013470	l(1)10P11
Gdi[CA07108]	FBal0211688	FBgn0004868	Gdi
Dl[G.95]	FBal0156711	FBgn0000463	Dl
Trl[s2325]	FBal0011150	FBgn0013263	Trl
ytr[13]	FBal0215549	FBgn0021895	ytr
Dark[P15]	FBal0264401	FBgn0263864	Dark
su(f)[M106]	FBal0088594	FBgn0003559	su(f)
mor[2]	FBal0012412	FBgn0002783	mor
